as_of_quarter,dataset,period_start,period_end,published_date,form_type,country,tea_category,receipt_year,receipt_quarter,receipt_month,count,suppressed,source_url,source_title
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,taiwan,HIGH_UNEMPLOYMENT,2026,2,1,14,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,taiwan,HIGH_UNEMPLOYMENT,2026,2,2,16,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,taiwan,HIGH_UNEMPLOYMENT,2026,2,3,19,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,vietnam,HIGH_UNEMPLOYMENT,2026,2,1,7,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,vietnam,HIGH_UNEMPLOYMENT,2026,2,2,15,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,vietnam,HIGH_UNEMPLOYMENT,2026,2,3,6,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,rest_of_the_world,RURAL,2026,2,1,25,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,rest_of_the_world,RURAL,2026,2,2,21,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,rest_of_the_world,RURAL,2026,2,3,37,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,china,RURAL,2026,2,1,138,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,china,RURAL,2026,2,2,151,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,china,RURAL,2026,2,3,129,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,india,RURAL,2026,2,1,103,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,india,RURAL,2026,2,2,111,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,india,RURAL,2026,2,3,138,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,korea_south,RURAL,2026,2,1,5,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,korea_south,RURAL,2026,2,2,8,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,korea_south,RURAL,2026,2,3,4,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,taiwan,RURAL,2026,2,1,1,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,taiwan,RURAL,2026,2,2,3,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,vietnam,RURAL,2026,2,1,7,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,vietnam,RURAL,2026,2,2,9,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,vietnam,RURAL,2026,2,3,3,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,rest_of_the_world,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,1,3,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,rest_of_the_world,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,2,6,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,rest_of_the_world,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,3,7,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,china,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,1,10,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,china,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,2,20,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,china,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,3,20,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,india,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,1,19,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,india,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,2,22,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,india,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,3,35,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,korea_south,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,1,3,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,korea_south,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,3,3,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,vietnam,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,1,1,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,vietnam,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,2,1,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,vietnam,RURAL_AND_HIGH_UNEMPLOYMENT,2026,2,3,3,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,rest_of_the_world,UNRESERVED,2026,2,2,1,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,rest_of_the_world,UNRESERVED,2026,2,3,2,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,india,UNRESERVED,2026,2,2,1,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,vietnam,UNRESERVED,2026,2,1,2,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,rest_of_the_world,UNKNOWN_TEA,2026,2,2,1,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,rest_of_the_world,UNKNOWN_TEA,2026,2,3,3,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,china,UNKNOWN_TEA,2026,2,2,6,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,china,UNKNOWN_TEA,2026,2,3,13,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,india,UNKNOWN_TEA,2026,2,2,7,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,india,UNKNOWN_TEA,2026,2,3,11,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,korea_south,UNKNOWN_TEA,2026,2,1,9,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,korea_south,UNKNOWN_TEA,2026,2,2,5,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
FY2026Q2,FILINGS_COUNTRY_TEA,2026-01-01,2026-03-31,2026-08-04,I526E,korea_south,UNKNOWN_TEA,2026,2,3,15,false,https://www.uscis.gov/sites/default/files/document/data/i526_i526E_r_cob_pref_fy2026_q2_v1.xlsx,"Form I-526, Immigrant Petition by Standalone Investor and Form I-526E, Immigrant Petition by Regional Center Investor — Fiscal Year 2026, Quarter 2"
