as_of_date,published_date,country,category,visa_status,pd_year,pd_month,count,suppressed,source_url
2024-05-03,2024-09-13,india,EB1,available,2015,12,24,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,available,2016,12,33,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,available,2017,12,29,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,available,2018,12,43,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,available,2019,12,37,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,available,2020,12,57,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2022,1,113,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2022,2,543,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2021,3,83,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2022,3,831,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2021,4,140,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2022,4,668,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2021,5,99,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2022,5,875,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2021,6,129,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2022,6,774,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2021,7,116,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2022,7,842,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2021,8,90,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2022,8,992,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2021,9,140,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2022,9,1058,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2021,10,169,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2022,10,1097,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2021,11,132,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2022,11,946,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2021,12,112,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB1,awaiting,2022,12,2335,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,available,0,1,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,available,0,2,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,available,0,3,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,available,0,4,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,available,0,5,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,available,0,6,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,available,0,7,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,available,0,8,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,available,0,9,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,available,0,11,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,available,0,12,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,awaiting,0,4,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,awaiting,0,8,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,awaiting,0,9,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EW3,awaiting,0,12,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2016,1,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2017,1,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2018,1,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2019,1,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2020,1,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,0,2,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2016,2,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2017,2,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2018,2,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2020,2,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,0,3,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2015,3,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2016,3,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2018,3,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2019,3,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2020,3,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2015,4,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2016,4,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2019,4,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2020,4,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2015,5,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2016,5,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2019,5,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2020,5,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,0,6,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2015,6,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2016,6,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2017,6,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2018,6,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2019,6,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2020,6,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,0,7,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2015,7,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2016,7,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2017,7,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2018,7,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2019,7,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2020,7,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2015,8,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2017,8,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2018,8,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2019,8,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2020,8,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2016,9,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2017,9,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2018,9,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2019,9,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2020,9,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2015,10,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2016,10,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2018,10,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2019,10,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2020,10,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,0,11,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2016,11,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2017,11,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2018,11,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2019,11,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2015,12,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2016,12,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2017,12,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2018,12,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,available,2019,12,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2021,1,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2022,1,23,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2021,2,28,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2022,2,49,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2021,3,34,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2022,3,28,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2021,4,43,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2022,4,36,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2021,5,36,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2022,5,22,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2021,6,22,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2022,6,39,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2021,7,22,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2022,7,59,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2021,8,32,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2022,8,33,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2021,9,23,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2022,9,35,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2021,10,43,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2022,10,32,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2020,11,25,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2021,11,30,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2022,11,28,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2020,12,43,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB4,awaiting,2021,12,33,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2020,1,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,0,2,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2020,2,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2018,3,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,0,4,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2019,4,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2020,6,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2020,7,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2020,8,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2020,9,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,0,10,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2017,10,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2018,10,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2019,10,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,0,11,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2018,11,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,0,12,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,available,2018,12,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2021,1,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2022,1,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2021,2,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2022,2,13,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2021,3,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2022,3,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2021,4,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2022,4,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2021,5,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2022,5,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2021,6,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2022,6,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2021,7,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2022,7,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2021,8,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2022,8,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2021,9,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2022,9,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2021,10,12,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2020,11,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2021,11,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2020,12,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,CRW,awaiting,2021,12,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2023,1,25,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2024,1,60,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2023,2,26,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2024,2,81,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2023,3,31,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2024,3,342,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2023,4,29,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2024,4,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2023,5,48,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2023,6,54,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2022,7,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2023,7,67,false,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
2024-05-03,2024-09-13,india,EB5_SET_ASIDE,available,2022,8,,true,https://www.uscis.gov/sites/default/files/document/reports/eb_inventory_may_2024_081324.xlsx
